NR,air_hour,DataTime
2486,35,17:21:01 28.10.2020
2487,34,18:21:01 28.10.2020
2488,36,19:21:01 28.10.2020
2489,37,20:21:01 28.10.2020
2490,35,21:21:01 28.10.2020
2491,37,22:21:01 28.10.2020
2492,37,23:21:01 28.10.2020
2493,35,00:21:01 29.10.2020
2494,39,01:21:01 29.10.2020
2495,36,02:21:01 29.10.2020
2496,38,03:21:01 29.10.2020
2497,38,04:21:01 29.10.2020
2498,36,05:21:01 29.10.2020
2499,38,06:21:01 29.10.2020
2500,37,07:21:01 29.10.2020
2501,1061,08:21:01 29.10.2020
2502,810,09:21:01 29.10.2020
2503,647,10:21:01 29.10.2020
2504,809,11:21:01 29.10.2020
2505,646,12:21:01 29.10.2020
2506,650,13:22:01 29.10.2020
2507,671,14:22:01 29.10.2020
2508,650,15:24:01 29.10.2020
2509,654,16:24:01 29.10.2020
2510,37,17:24:01 29.10.2020
2511,37,18:24:01 29.10.2020
2512,35,19:24:01 29.10.2020
2513,37,20:24:01 29.10.2020
2514,36,21:24:01 29.10.2020
2515,37,22:24:01 29.10.2020
2516,38,23:24:01 29.10.2020
2517,35,00:24:01 30.10.2020
2518,37,01:24:01 30.10.2020
2519,37,02:24:01 30.10.2020
2520,37,03:24:01 30.10.2020
2521,39,04:24:01 30.10.2020
2522,37,05:24:01 30.10.2020
2523,38,06:24:01 30.10.2020
2524,37,07:24:01 30.10.2020
2525,650,08:24:01 30.10.2020
2526,655,09:24:01 30.10.2020
2527,861,10:24:01 30.10.2020
2528,812,11:24:01 30.10.2020
2529,697,12:24:01 30.10.2020
2530,822,13:24:01 30.10.2020
2531,819,14:24:01 30.10.2020
2532,877,15:24:01 30.10.2020
2533,658,16:24:01 30.10.2020
2534,37,17:24:01 30.10.2020
2535,2,18:24:01 30.10.2020
2536,2,19:24:01 30.10.2020
2537,2,20:24:01 30.10.2020
2538,2,21:24:01 30.10.2020
2539,2,22:24:01 30.10.2020
2540,2,23:24:01 30.10.2020
2541,2,00:24:01 31.10.2020
2542,2,01:24:01 31.10.2020
2543,2,02:24:01 31.10.2020
2544,2,03:24:01 31.10.2020
2545,2,04:24:01 31.10.2020
2546,2,05:24:01 31.10.2020
2547,2,06:24:01 31.10.2020
2548,2,07:24:01 31.10.2020
2549,2,08:24:01 31.10.2020
2550,2,09:24:01 31.10.2020
2551,2,10:24:01 31.10.2020
2552,2,11:24:01 31.10.2020
2553,2,12:24:01 31.10.2020
2554,2,13:24:01 31.10.2020
2555,2,14:24:01 31.10.2020
2556,2,15:24:01 31.10.2020
2557,2,16:24:01 31.10.2020
2558,2,17:24:01 31.10.2020
2559,2,18:24:01 31.10.2020
2560,2,19:24:01 31.10.2020
2561,2,20:24:01 31.10.2020
2562,2,21:24:01 31.10.2020
2563,2,22:24:01 31.10.2020
2564,2,23:24:01 31.10.2020
2565,2,00:24:01 01.11.2020
2566,2,01:24:01 01.11.2020
2567,2,02:24:01 01.11.2020
2568,2,03:24:01 01.11.2020
2569,2,04:24:01 01.11.2020
2570,2,05:24:01 01.11.2020
2571,2,06:24:01 01.11.2020
2572,2,07:24:01 01.11.2020
2573,2,08:24:01 01.11.2020
2574,2,09:24:01 01.11.2020
2575,2,10:24:01 01.11.2020
2576,2,11:24:01 01.11.2020
2577,2,12:24:01 01.11.2020
2578,2,13:24:01 01.11.2020
2579,2,14:24:01 01.11.2020
2580,2,15:24:01 01.11.2020
2581,2,16:24:01 01.11.2020
2582,2,17:24:01 01.11.2020
2583,2,18:24:01 01.11.2020
2584,2,19:24:01 01.11.2020
2585,2,20:24:01 01.11.2020
2586,2,21:24:01 01.11.2020
2587,2,22:24:01 01.11.2020
2588,2,23:24:01 01.11.2020
2589,2,00:24:01 02.11.2020
2590,2,01:24:01 02.11.2020
2591,2,02:24:01 02.11.2020
2592,2,03:24:01 02.11.2020
2593,2,04:24:01 02.11.2020
2594,2,05:24:01 02.11.2020
2595,2,06:24:01 02.11.2020
2596,658,07:24:01 02.11.2020
2597,822,08:24:01 02.11.2020
2598,39,09:24:01 02.11.2020
2599,830,10:24:01 02.11.2020
2600,813,11:24:01 02.11.2020
2601,817,12:24:01 02.11.2020
2602,819,13:24:01 02.11.2020
2603,659,14:30:01 02.11.2020
2604,596,15:32:01 02.11.2020
2605,594,16:32:01 02.11.2020
2606,37,17:32:01 02.11.2020
2607,34,18:32:01 02.11.2020
2608,37,19:32:01 02.11.2020
2609,40,20:32:01 02.11.2020
2610,37,21:32:01 02.11.2020
2611,38,22:32:01 02.11.2020
2612,37,23:32:01 02.11.2020
2613,37,00:32:01 03.11.2020
2614,39,01:32:01 03.11.2020
2615,37,02:32:01 03.11.2020
2616,38,03:32:01 03.11.2020
2617,38,04:32:01 03.11.2020
2618,45,05:32:01 03.11.2020
2619,40,06:32:01 03.11.2020
2620,37,07:32:01 03.11.2020
2621,819,08:33:01 03.11.2020
2622,831,09:36:01 03.11.2020
2623,824,10:37:01 03.11.2020
2624,1008,11:41:01 03.11.2020
2625,663,12:41:01 03.11.2020
2626,1417,13:41:01 03.11.2020
2627,819,14:41:01 03.11.2020
2628,1197,15:41:01 03.11.2020
2629,37,16:41:01 03.11.2020
2630,36,17:41:01 03.11.2020
2631,37,18:41:01 03.11.2020
2632,36,19:41:01 03.11.2020
2633,37,20:41:01 03.11.2020
2634,37,21:41:01 03.11.2020
2635,37,22:41:01 03.11.2020
2636,38,23:41:01 03.11.2020
2637,37,00:41:01 04.11.2020
2638,40,01:41:01 04.11.2020
2639,37,02:41:01 04.11.2020
2640,37,03:41:01 04.11.2020
2641,39,04:41:01 04.11.2020
2642,36,05:41:01 04.11.2020
2643,38,06:41:01 04.11.2020
2644,1290,07:41:01 04.11.2020
2645,650,08:41:01 04.11.2020
2646,1292,09:41:01 04.11.2020
2647,815,10:41:01 04.11.2020
2648,645,11:41:01 04.11.2020
2649,648,12:41:01 04.11.2020
2650,646,13:41:01 04.11.2020
2651,649,14:41:01 04.11.2020
2652,648,15:41:01 04.11.2020
2653,35,16:41:01 04.11.2020
2654,35,17:41:01 04.11.2020
2655,36,18:41:01 04.11.2020
2656,36,19:41:01 04.11.2020
2657,36,20:41:01 04.11.2020
2658,36,21:41:01 04.11.2020
2659,36,22:41:01 04.11.2020
2660,36,23:41:01 04.11.2020
2661,36,00:41:01 05.11.2020
2662,37,01:41:01 05.11.2020
2663,37,02:41:01 05.11.2020
2664,37,03:41:01 05.11.2020
2665,37,04:41:01 05.11.2020
2666,37,05:41:01 05.11.2020
2667,37,06:41:01 05.11.2020
2668,613,07:41:01 05.11.2020
2669,653,08:41:01 05.11.2020
2670,643,09:41:01 05.11.2020
2671,642,10:41:01 05.11.2020
2672,647,11:42:01 05.11.2020
2673,641,12:42:01 05.11.2020
2674,1201,13:42:01 05.11.2020
2675,655,14:42:01 05.11.2020
2676,1077,15:42:01 05.11.2020
2677,820,16:42:01 05.11.2020
2678,33,17:42:01 05.11.2020
2679,34,18:42:01 05.11.2020
2680,34,19:42:01 05.11.2020
2681,34,20:42:01 05.11.2020
2682,35,21:42:01 05.11.2020
2683,35,22:42:01 05.11.2020
2684,36,23:42:01 05.11.2020
2685,36,00:42:01 06.11.2020
2686,36,01:42:01 06.11.2020
2687,36,02:42:01 06.11.2020
2688,36,03:42:01 06.11.2020
2689,37,04:42:01 06.11.2020
2690,36,05:42:01 06.11.2020
2691,37,06:42:01 06.11.2020
2692,1265,07:42:01 06.11.2020
2693,816,08:42:01 06.11.2020
2694,646,09:42:01 06.11.2020
2695,805,10:42:01 06.11.2020
2696,1257,11:42:01 06.11.2020
2697,653,12:42:01 06.11.2020
2698,1212,13:42:01 06.11.2020
2699,651,14:42:01 06.11.2020
2700,1260,15:42:01 06.11.2020
2701,769,16:42:01 06.11.2020
2702,951,17:42:01 06.11.2020
2703,47,18:42:01 06.11.2020
2704,39,19:42:01 06.11.2020
2705,46,20:42:01 06.11.2020
2706,41,21:42:01 06.11.2020
2707,48,22:42:01 06.11.2020
2708,44,23:42:01 06.11.2020
2709,47,00:42:01 07.11.2020
2710,44,01:42:01 07.11.2020
2711,49,02:42:01 07.11.2020
2712,43,03:42:01 07.11.2020
2713,52,04:42:01 07.11.2020
2714,47,05:42:01 07.11.2020
2715,46,06:42:01 07.11.2020
2716,45,07:42:01 07.11.2020
2717,49,08:42:01 07.11.2020
2718,44,09:42:01 07.11.2020
2719,48,10:42:01 07.11.2020
2720,41,11:42:01 07.11.2020
2721,45,12:42:01 07.11.2020
2722,40,13:42:01 07.11.2020
2723,44,14:42:01 07.11.2020
2724,47,15:42:01 07.11.2020
2725,45,16:42:01 07.11.2020
2726,41,17:42:01 07.11.2020
2727,44,18:42:01 07.11.2020
2728,48,19:42:01 07.11.2020
2729,43,20:42:01 07.11.2020
2730,44,21:42:01 07.11.2020
2731,45,22:42:01 07.11.2020
2732,44,23:42:01 07.11.2020
2733,44,00:42:01 08.11.2020
2734,47,01:42:01 08.11.2020
2735,43,02:42:01 08.11.2020
2736,54,03:42:01 08.11.2020
2737,45,04:42:01 08.11.2020
2738,48,05:42:01 08.11.2020
2739,44,06:42:01 08.11.2020
2740,45,07:42:01 08.11.2020
2741,47,08:42:01 08.11.2020
2742,49,09:42:01 08.11.2020
2743,47,10:42:01 08.11.2020
2744,43,11:42:01 08.11.2020
2745,49,12:42:01 08.11.2020
2746,42,13:42:01 08.11.2020
2747,45,14:42:01 08.11.2020
2748,44,15:42:01 08.11.2020
2749,49,16:42:01 08.11.2020
2750,44,17:42:01 08.11.2020
2751,46,18:42:01 08.11.2020
2752,44,19:42:01 08.11.2020
2753,49,20:42:01 08.11.2020
2754,42,21:42:01 08.11.2020
2755,48,22:42:01 08.11.2020
2756,42,23:42:01 08.11.2020
2757,45,00:42:01 09.11.2020
2758,47,01:42:01 09.11.2020
2759,45,02:42:01 09.11.2020
2760,49,03:42:01 09.11.2020
2761,42,04:42:01 09.11.2020
2762,47,05:42:01 09.11.2020
2763,47,06:42:01 09.11.2020
2764,655,07:42:01 09.11.2020
2765,919,08:42:01 09.11.2020
2766,661,09:42:01 09.11.2020
2767,662,10:42:01 09.11.2020
2768,827,11:42:01 09.11.2020
2769,651,12:42:01 09.11.2020
2770,651,13:42:01 09.11.2020
2771,652,14:43:01 09.11.2020
2772,653,15:43:01 09.11.2020
2773,995,16:43:01 09.11.2020
2774,36,17:43:01 09.11.2020
2775,36,18:43:01 09.11.2020
2776,37,19:43:01 09.11.2020
2777,37,20:43:01 09.11.2020
2778,38,21:43:01 09.11.2020
2779,37,22:43:01 09.11.2020
2780,37,23:43:01 09.11.2020
2781,37,00:43:01 10.11.2020
2782,40,01:43:01 10.11.2020
2783,39,02:43:01 10.11.2020
2784,39,03:43:01 10.11.2020
2785,39,04:43:01 10.11.2020
2786,40,05:43:01 10.11.2020
2787,47,06:43:01 10.11.2020
2788,829,07:43:01 10.11.2020
2789,662,08:43:01 10.11.2020
2790,827,09:43:01 10.11.2020
2791,1217,10:43:01 10.11.2020
2792,819,11:43:01 10.11.2020
2793,649,12:43:01 10.11.2020
2794,661,13:43:01 10.11.2020
2795,1277,14:43:01 10.11.2020
2796,815,15:43:01 10.11.2020
2797,617,16:43:01 10.11.2020
2798,37,17:43:01 10.11.2020
2799,34,18:43:01 10.11.2020
2800,37,19:43:01 10.11.2020
2801,37,20:43:01 10.11.2020
2802,37,21:43:01 10.11.2020
2803,38,22:43:01 10.11.2020
2804,39,23:43:01 10.11.2020
2805,38,00:43:01 11.11.2020
2806,40,01:43:01 11.11.2020
2807,37,02:43:01 11.11.2020
2808,39,03:43:01 11.11.2020
2809,37,04:43:01 11.11.2020
2810,40,05:43:01 11.11.2020
2811,39,06:43:01 11.11.2020
2812,659,07:43:01 11.11.2020
2813,658,08:43:01 11.11.2020
2814,652,09:43:01 11.11.2020
2815,661,10:43:01 11.11.2020
2816,654,11:43:01 11.11.2020
2817,651,12:43:01 11.11.2020
2818,813,13:43:01 11.11.2020
2819,651,14:43:01 11.11.2020
2820,653,15:43:01 11.11.2020
2821,625,16:43:01 11.11.2020
2822,39,17:43:01 11.11.2020
2823,37,18:43:01 11.11.2020
2824,37,19:43:01 11.11.2020
2825,37,20:43:01 11.11.2020
2826,36,21:43:01 11.11.2020
2827,37,22:43:01 11.11.2020
2828,35,23:43:01 11.11.2020
2829,36,00:43:01 12.11.2020
2830,48,01:43:01 12.11.2020
2831,37,02:43:01 12.11.2020
2832,39,03:43:01 12.11.2020
2833,40,04:43:01 12.11.2020
2834,41,05:43:01 12.11.2020
2835,39,06:43:01 12.11.2020
2836,660,07:43:01 12.11.2020
2837,650,08:43:01 12.11.2020
2838,640,09:43:01 12.11.2020
2839,676,10:43:01 12.11.2020
2840,37,11:43:01 12.11.2020
2841,667,12:43:01 12.11.2020
2842,645,13:43:01 12.11.2020
2843,650,14:43:01 12.11.2020
2844,654,15:43:01 12.11.2020
2845,646,16:43:01 12.11.2020
2846,36,17:43:01 12.11.2020
2847,36,18:43:01 12.11.2020
2848,36,19:43:01 12.11.2020
2849,37,20:43:01 12.11.2020
2850,37,21:43:01 12.11.2020
2851,47,22:43:01 12.11.2020
2852,38,23:43:01 12.11.2020
2853,37,00:43:01 13.11.2020
2854,38,01:43:01 13.11.2020
2855,38,02:43:01 13.11.2020
2856,38,03:43:01 13.11.2020
2857,38,04:43:01 13.11.2020
2858,38,05:43:01 13.11.2020
2859,39,06:43:01 13.11.2020
2860,655,07:43:01 13.11.2020
2861,664,08:43:01 13.11.2020
2862,654,09:43:01 13.11.2020
2863,1230,10:43:01 13.11.2020
2864,653,11:43:01 13.11.2020
2865,1094,12:43:01 13.11.2020
2866,37,13:43:01 13.11.2020
2867,651,14:43:01 13.11.2020
2868,653,15:43:01 13.11.2020
2869,36,16:52:01 13.11.2020
2870,36,17:52:01 13.11.2020
2871,2,18:52:01 13.11.2020
2872,2,19:52:01 13.11.2020
2873,2,20:52:01 13.11.2020
2874,2,21:52:01 13.11.2020
2875,2,22:52:01 13.11.2020
2876,2,23:52:01 13.11.2020
2877,2,00:52:01 14.11.2020
2878,2,01:52:01 14.11.2020
2879,2,02:52:01 14.11.2020
2880,2,03:52:01 14.11.2020
2881,2,04:52:01 14.11.2020
2882,2,05:52:01 14.11.2020
2883,2,06:52:01 14.11.2020
2884,2,07:52:01 14.11.2020
2885,2,08:52:01 14.11.2020
2886,2,09:52:01 14.11.2020
2887,2,10:52:01 14.11.2020
2888,2,11:52:01 14.11.2020
2889,2,12:52:01 14.11.2020
2890,2,13:52:01 14.11.2020
2891,2,14:52:01 14.11.2020
2892,2,15:52:01 14.11.2020
2893,2,16:52:01 14.11.2020
2894,2,17:52:01 14.11.2020
2895,2,18:52:01 14.11.2020
2896,2,19:52:01 14.11.2020
2897,2,20:52:01 14.11.2020
2898,2,21:52:01 14.11.2020
2899,2,22:52:01 14.11.2020
2900,2,23:52:01 14.11.2020
2901,2,00:52:01 15.11.2020
2902,2,01:52:01 15.11.2020
2903,2,02:52:01 15.11.2020
2904,2,03:52:01 15.11.2020
2905,2,04:52:01 15.11.2020
2906,2,05:52:01 15.11.2020
2907,2,06:52:01 15.11.2020
2908,2,07:52:01 15.11.2020
2909,2,08:52:01 15.11.2020
2910,2,09:52:01 15.11.2020
2911,2,10:52:01 15.11.2020
2912,2,11:52:01 15.11.2020
2913,2,12:52:01 15.11.2020
2914,2,13:52:01 15.11.2020
2915,2,14:52:01 15.11.2020
2916,2,15:52:01 15.11.2020
2917,2,16:52:01 15.11.2020
2918,2,17:52:01 15.11.2020
2919,2,18:52:01 15.11.2020
2920,2,19:52:01 15.11.2020
2921,2,20:52:01 15.11.2020
2922,2,21:52:01 15.11.2020
2923,2,22:52:01 15.11.2020
2924,2,23:52:01 15.11.2020
2925,2,00:52:01 16.11.2020
2926,2,01:52:01 16.11.2020
2927,2,02:52:01 16.11.2020
2928,2,03:52:01 16.11.2020
2929,2,04:52:01 16.11.2020
2930,2,05:52:01 16.11.2020
2931,2,06:52:01 16.11.2020
2932,593,07:52:01 16.11.2020
2933,595,08:52:01 16.11.2020
2934,593,09:52:01 16.11.2020
2935,604,10:52:01 16.11.2020
2936,565,11:52:01 16.11.2020
2937,589,12:52:01 16.11.2020
2938,593,13:52:01 16.11.2020
2939,588,14:52:01 16.11.2020
2940,602,15:52:01 16.11.2020
2941,589,16:52:01 16.11.2020
2942,34,17:52:01 16.11.2020
2943,37,18:52:01 16.11.2020
2944,1983,19:52:01 16.11.2020
2945,2,20:52:01 16.11.2020
2946,2,21:52:01 16.11.2020
2947,2,22:52:01 16.11.2020
2948,2,23:52:01 16.11.2020
2949,2,00:52:01 17.11.2020
2950,2,01:52:01 17.11.2020
2951,2,02:52:01 17.11.2020
2952,2,03:52:01 17.11.2020
2953,2,04:52:01 17.11.2020
2954,2,05:52:01 17.11.2020
2955,2,06:52:01 17.11.2020
2956,2,07:52:01 17.11.2020
2957,593,08:52:01 17.11.2020
2958,593,09:52:01 17.11.2020
2959,646,10:52:01 17.11.2020
2960,1078,11:52:01 17.11.2020
2961,35,12:52:01 17.11.2020
2962,1182,13:52:01 17.11.2020
2963,655,14:52:01 17.11.2020
2964,643,15:52:01 17.11.2020
2965,654,16:52:01 17.11.2020
2966,37,17:52:01 17.11.2020
2967,37,18:52:01 17.11.2020
2968,39,19:52:01 17.11.2020
2969,39,20:52:01 17.11.2020
2970,39,21:52:01 17.11.2020
2971,40,22:52:01 17.11.2020
2972,40,23:52:01 17.11.2020
2973,40,00:52:01 18.11.2020
2974,40,01:52:01 18.11.2020
2975,41,02:52:01 18.11.2020
2976,41,03:52:01 18.11.2020
2977,41,04:52:01 18.11.2020
2978,40,05:52:01 18.11.2020
2979,44,06:52:01 18.11.2020
2980,661,07:52:01 18.11.2020
2981,1124,08:52:01 18.11.2020
2982,1161,09:52:01 18.11.2020
2983,659,10:52:01 18.11.2020
2984,1262,11:52:01 18.11.2020
2985,658,12:52:01 18.11.2020
2986,736,13:52:01 18.11.2020
2987,665,14:52:01 18.11.2020
2988,650,15:52:01 18.11.2020
2989,654,16:52:01 18.11.2020
2990,37,17:52:01 18.11.2020
2991,37,18:52:01 18.11.2020
2992,38,19:52:01 18.11.2020
2993,38,20:52:01 18.11.2020
2994,39,21:52:01 18.11.2020
2995,40,22:52:01 18.11.2020
2996,40,23:52:01 18.11.2020
2997,40,00:52:01 19.11.2020
2998,41,01:52:01 19.11.2020
2999,38,02:52:01 19.11.2020
3000,42,03:52:01 19.11.2020
3001,38,04:52:01 19.11.2020
3002,40,05:52:01 19.11.2020
3003,42,06:52:01 19.11.2020
3004,657,07:56:01 19.11.2020
3005,657,08:56:01 19.11.2020
3006,1226,09:56:01 19.11.2020
3007,799,10:56:01 19.11.2020
3008,1224,11:56:01 19.11.2020
3009,654,12:56:01 19.11.2020
3010,657,13:56:01 19.11.2020
3011,648,14:56:01 19.11.2020
3012,637,15:56:01 19.11.2020
3013,38,16:56:01 19.11.2020
3014,37,17:56:01 19.11.2020
3015,40,18:56:01 19.11.2020
3016,38,19:56:01 19.11.2020
3017,38,20:56:01 19.11.2020
3018,39,21:56:01 19.11.2020
3019,41,22:56:01 19.11.2020
3020,41,23:56:01 19.11.2020
3021,38,00:56:01 20.11.2020
3022,40,01:56:01 20.11.2020
3023,40,02:56:01 20.11.2020
3024,38,03:56:01 20.11.2020
3025,41,04:56:01 20.11.2020
3026,38,05:56:01 20.11.2020
3027,40,06:56:01 20.11.2020
3028,658,07:56:01 20.11.2020
3029,657,08:56:01 20.11.2020
3030,658,09:56:01 20.11.2020
3031,660,10:56:01 20.11.2020
3032,663,11:56:01 20.11.2020
3033,647,12:56:01 20.11.2020
3034,1070,13:56:01 20.11.2020
3035,789,14:56:01 20.11.2020
3036,655,15:56:01 20.11.2020
3037,637,16:56:01 20.11.2020
3038,2,17:56:01 20.11.2020
3039,2,18:56:01 20.11.2020
3040,2,19:56:01 20.11.2020
3041,2,20:56:01 20.11.2020
3042,2,21:56:01 20.11.2020
3043,2,22:56:01 20.11.2020
3044,2,23:56:01 20.11.2020
3045,2,00:56:01 21.11.2020
3046,2,01:56:01 21.11.2020
3047,2,02:56:01 21.11.2020
3048,2,03:56:01 21.11.2020
3049,2,04:56:01 21.11.2020
3050,2,05:56:01 21.11.2020
3051,2,06:56:01 21.11.2020
3052,2,07:56:01 21.11.2020
3053,2,08:56:01 21.11.2020
3054,2,09:56:01 21.11.2020
3055,2,10:56:01 21.11.2020
3056,2,11:56:01 21.11.2020
3057,2,12:56:01 21.11.2020
3058,2,13:56:01 21.11.2020
3059,2,14:56:01 21.11.2020
3060,2,15:56:01 21.11.2020
3061,2,16:56:01 21.11.2020
3062,2,17:56:01 21.11.2020
3063,2,18:56:01 21.11.2020
3064,2,19:56:01 21.11.2020
3065,2,20:56:01 21.11.2020
3066,2,21:56:01 21.11.2020
3067,2,22:56:01 21.11.2020
3068,2,23:56:01 21.11.2020
3069,2,00:56:01 22.11.2020
3070,2,01:56:01 22.11.2020
3071,2,02:56:01 22.11.2020
3072,2,03:56:01 22.11.2020
3073,2,04:56:01 22.11.2020
3074,2,05:56:01 22.11.2020
3075,2,06:56:01 22.11.2020
3076,2,07:56:01 22.11.2020
3077,2,08:56:01 22.11.2020
3078,2,09:56:01 22.11.2020
3079,2,10:56:01 22.11.2020
3080,2,11:56:01 22.11.2020
3081,2,12:56:01 22.11.2020
3082,2,13:56:01 22.11.2020
3083,2,14:56:01 22.11.2020
3084,2,15:56:01 22.11.2020
3085,2,16:56:01 22.11.2020
3086,2,17:56:01 22.11.2020
3087,2,18:56:01 22.11.2020
3088,2,19:56:01 22.11.2020
3089,2,20:56:01 22.11.2020
3090,2,21:56:01 22.11.2020
3091,2,22:56:01 22.11.2020
3092,2,23:56:01 22.11.2020
3093,2,00:56:01 23.11.2020
3094,2,01:56:01 23.11.2020
3095,2,02:56:01 23.11.2020
3096,2,03:56:01 23.11.2020
3097,2,04:56:01 23.11.2020
3098,2,05:56:01 23.11.2020
3099,2,06:56:01 23.11.2020
3100,665,07:56:01 23.11.2020
3101,672,08:56:01 23.11.2020
3102,619,09:57:01 23.11.2020
3103,663,10:57:01 23.11.2020
3104,832,11:57:01 23.11.2020
3105,660,12:57:01 23.11.2020
3106,628,13:57:01 23.11.2020
3107,663,14:57:01 23.11.2020
3108,656,15:57:01 23.11.2020
3109,832,17:00:01 23.11.2020
3110,829,18:00:01 23.11.2020
3111,820,19:00:01 23.11.2020
3112,829,20:00:01 23.11.2020
3113,838,21:00:01 23.11.2020
3114,832,22:00:01 23.11.2020
3115,829,23:00:01 23.11.2020
3116,829,00:00:01 24.11.2020
3117,824,01:00:01 24.11.2020
3118,828,02:00:01 24.11.2020
3119,841,03:00:01 24.11.2020
3120,827,04:00:01 24.11.2020
3121,825,05:00:01 24.11.2020
3122,828,06:00:01 24.11.2020
3123,825,07:00:01 24.11.2020
3124,825,08:00:01 24.11.2020
3125,658,09:01:01 24.11.2020
3126,657,10:01:01 24.11.2020
3127,617,11:01:01 24.11.2020
3128,654,12:01:01 24.11.2020
3129,594,13:42:01 24.11.2020
3130,595,14:42:01 24.11.2020
3131,642,15:42:01 24.11.2020
3132,682,16:42:01 24.11.2020
3133,37,17:42:01 24.11.2020
3134,38,18:42:01 24.11.2020
3135,36,19:42:01 24.11.2020
3136,40,20:42:01 24.11.2020
3137,40,21:42:01 24.11.2020
3138,40,22:42:01 24.11.2020
3139,38,23:42:01 24.11.2020
3140,40,00:42:01 25.11.2020
3141,41,01:42:01 25.11.2020
3142,39,02:42:01 25.11.2020
3143,41,03:42:01 25.11.2020
3144,45,04:42:01 25.11.2020
3145,40,05:42:01 25.11.2020
3146,42,06:42:01 25.11.2020
3147,40,07:42:01 25.11.2020
3148,833,08:43:01 25.11.2020
3149,844,09:43:01 25.11.2020
3150,817,10:43:01 25.11.2020
3151,828,11:43:01 25.11.2020
3152,659,12:43:01 25.11.2020
3153,657,13:43:01 25.11.2020
3154,650,14:43:01 25.11.2020
3155,640,15:43:01 25.11.2020
3156,36,16:43:01 25.11.2020
3157,41,17:43:01 25.11.2020
3158,39,18:43:01 25.11.2020
3159,40,19:43:01 25.11.2020
3160,46,20:43:01 25.11.2020
3161,44,21:43:01 25.11.2020
3162,38,22:43:01 25.11.2020
3163,47,23:43:01 25.11.2020
3164,42,00:43:01 26.11.2020
3165,40,01:43:01 26.11.2020
3166,47,02:43:01 26.11.2020
3167,42,03:43:01 26.11.2020
3168,47,04:43:01 26.11.2020
3169,44,05:43:01 26.11.2020
3170,46,06:43:01 26.11.2020
3171,668,07:43:01 26.11.2020
3172,651,08:43:01 26.11.2020
3173,650,09:43:01 26.11.2020
3174,664,10:43:01 26.11.2020
3175,651,11:43:01 26.11.2020
3176,658,12:43:01 26.11.2020
3177,605,13:43:01 26.11.2020
3178,653,14:43:01 26.11.2020
3179,649,15:43:01 26.11.2020
3180,96,16:43:01 26.11.2020
3181,40,17:43:01 26.11.2020
3182,45,18:43:01 26.11.2020
3183,38,19:43:01 26.11.2020
3184,45,20:43:01 26.11.2020
3185,46,21:43:01 26.11.2020
3186,46,22:43:01 26.11.2020
3187,42,23:43:01 26.11.2020
3188,47,00:43:01 27.11.2020
3189,42,01:43:01 27.11.2020
3190,47,02:43:01 27.11.2020
3191,40,03:43:01 27.11.2020
3192,40,04:43:01 27.11.2020
3193,43,05:43:01 27.11.2020
3194,43,06:43:01 27.11.2020
3195,654,07:43:01 27.11.2020
3196,663,08:43:01 27.11.2020
3197,657,09:43:01 27.11.2020
3198,660,10:43:01 27.11.2020
3199,663,11:43:01 27.11.2020
3200,654,12:43:01 27.11.2020
3201,651,13:43:01 27.11.2020
3202,650,14:43:01 27.11.2020
3203,649,15:43:01 27.11.2020
3204,44,16:43:01 27.11.2020
3205,37,17:43:01 27.11.2020
3206,40,18:43:01 27.11.2020
3207,45,19:43:01 27.11.2020
3208,45,20:43:01 27.11.2020
3209,46,21:43:01 27.11.2020
3210,46,22:43:01 27.11.2020
3211,46,23:43:01 27.11.2020
3212,46,00:43:01 28.11.2020
3213,44,01:43:01 28.11.2020
3214,46,02:43:01 28.11.2020
3215,43,03:43:01 28.11.2020
3216,42,04:43:01 28.11.2020
3217,44,05:43:01 28.11.2020
3218,49,06:43:01 28.11.2020
3219,49,07:43:01 28.11.2020
3220,47,08:43:01 28.11.2020
3221,47,09:43:01 28.11.2020
3222,40,10:43:01 28.11.2020
3223,46,11:43:01 28.11.2020
3224,41,12:43:01 28.11.2020
3225,44,13:43:01 28.11.2020
3226,42,14:43:01 28.11.2020
3227,48,15:43:01 28.11.2020
3228,45,16:43:01 28.11.2020
3229,46,17:43:01 28.11.2020
3230,45,18:43:01 28.11.2020
3231,49,19:43:01 28.11.2020
3232,44,20:43:01 28.11.2020
3233,43,21:43:01 28.11.2020
3234,40,22:43:01 28.11.2020
3235,48,23:43:01 28.11.2020
3236,43,00:43:01 29.11.2020
3237,45,01:43:01 29.11.2020
3238,48,02:43:01 29.11.2020
3239,43,03:43:01 29.11.2020
3240,44,04:43:01 29.11.2020
3241,46,05:43:01 29.11.2020
3242,44,06:43:01 29.11.2020
3243,43,07:43:01 29.11.2020
3244,44,08:43:01 29.11.2020
3245,46,09:43:01 29.11.2020
3246,43,10:43:01 29.11.2020
3247,47,11:43:01 29.11.2020
3248,44,12:43:01 29.11.2020
3249,44,13:43:01 29.11.2020
3250,45,14:43:01 29.11.2020
3251,38,15:43:01 29.11.2020
3252,42,16:43:01 29.11.2020
3253,44,17:43:01 29.11.2020
3254,42,18:43:01 29.11.2020
3255,45,19:43:01 29.11.2020
3256,47,20:43:01 29.11.2020
3257,49,21:43:01 29.11.2020
3258,44,22:43:01 29.11.2020
3259,41,23:43:01 29.11.2020
3260,45,00:43:01 30.11.2020
